competitor,competitor_product_id,competitor_product_name,competitor_product_group_name,unit,color,stem_length,stems_per_unit,unit_price,stem_price,available_units,grower_country,product_url,matched_variety_name,variety_key,variety_score,cleaned_name_used,matched_product_group_name,product_group_key,product_group_score,created_at,eta_date
Dvflora,21350,Mini Carnation Purple,Carnations-Mini,Bu,Purple,,1,5.99,5.99,30,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Pink Carnation pink,099afe34-5d77-4e3d-ad1b-9de715fb92cd,0.9976685047149658,carnation mini purple,Carnation,3322369c-cdde-479c-a465-e03c0826111e,0.9957173466682434,2025-05-12,2025-05-21
Dvflora,21337,Mini Carnation Cherry Tessino,Carnations-Mini,Bu,Bicolor,,1,4.99,4.99,30,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Nobbio Burgundy Carnation purple,ad63c87a-9bcf-4a47-9734-0e8b6a1b0fb7,0.9958643317222595,carnation cherry mini tessino,Carnation,3322369c-cdde-479c-a465-e03c0826111e,0.9957173466682434,2025-05-12,2025-05-21
Dvflora,21349,Mini Carnation Peppermint,Carnations-Mini,Bu,Bicolor,,1,,,,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Peppermint Carnation peppermint,92b0e80d-9e76-44fd-9ddc-6d09c4d7d258,0.996579110622406,carnation mini peppermint,Carnation,3322369c-cdde-479c-a465-e03c0826111e,0.9957173466682434,2025-05-12,2025-05-21
Dvflora,65781,Carnation Caramel,Carnations,Stem,Antique Beige/Pk,,1,0.49,0.49,350,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Caramel Carnation peach,06498ffd-e8a2-4310-9c01-86e086fa88bc,0.9971883893013,caramel carnation,Carnation,3322369c-cdde-479c-a465-e03c0826111e,1.0,2025-05-12,2025-05-21
Dvflora,20755,Carnation Green Prado Mint,Carnations,Stem,Green,,1,0.64,0.64,200,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Velvet Carnation red,4edd63b5-14e3-469e-b2be-bd2feec0fdf7,0.9948942065238953,carnation green mint prado,Carnation,3322369c-cdde-479c-a465-e03c0826111e,1.0,2025-05-12,2025-05-21
Dvflora,21351,Mini Carnation Red,Carnations-Mini,Bu,Red,,1,,,,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Velvet Carnation burgundy,5e062580-417f-41a5-a2e2-4c8830e7a08d,0.996891975402832,carnation mini red,Carnation,3322369c-cdde-479c-a465-e03c0826111e,0.9957173466682434,2025-05-12,2025-05-21
Dvflora,39882,Garden Rose Wht Patience x12,Roses-Garden,Stem,White,,12,3.99,3.99,12,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Patience *Fragrance* Garden Roses white,e08c0269-1ff1-4e03-a77d-d1dcf72582ff,0.9476344585418701,garden patience rose white,Garden Roses,85e5624a-3128-4892-a306-3e060dd1c8fe,0.9961017370223999,2025-05-12,2025-05-21
Dvflora,21348,Mini Carnation Peach,Carnations-Mini,Bu,Peach,,1,5.99,5.99,30,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Peach Carnation peach,7930d085-6b9d-4ed5-9ea4-30b0e9367ffd,0.9973843097686768,carnation mini peach,Carnation,3322369c-cdde-479c-a465-e03c0826111e,0.9957173466682434,2025-05-12,2025-05-21
Dvflora,21353,Mini Carnation White,Carnations-Mini,Bu,White,,1,4.69,4.69,30,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Velvet Carnation burgundy,5e062580-417f-41a5-a2e2-4c8830e7a08d,0.9961032867431641,carnation mini white,Carnation,3322369c-cdde-479c-a465-e03c0826111e,0.9957173466682434,2025-05-12,2025-05-21
Dvflora,21411,Mini Carnation White 15pk,Carnations-Mini,Bu,White,,1,5.39,5.39,15,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Velvet Carnation burgundy,5e062580-417f-41a5-a2e2-4c8830e7a08d,0.9961032867431641,carnation mini white,Carnation,3322369c-cdde-479c-a465-e03c0826111e,0.9957173466682434,2025-05-12,2025-05-21
