competitor_product_id,competitor,matched_ibuyflowers,matched_variety
8389913346357,Hot Merengue Rose,Null,Null
8078677705013,Hot Pepper Alstroemeria ,Null,Null
10035695288629,Hot Pink (fuchsia) Anemone ,Anemone Hot Pink,a88a8f72-1929-40d5-a506-817d915d5c6f
4375841079395,Hot Pink Double Stock ,Hot Pink Stock,2e077bc0-d072-44ef-ae0b-3d4c639387b5
4405860565091,Hot Pink Elegance Ranunculus ,Elegance Hot Pink Ranunculus,2d7083c2-fadb-4a2f-acb8-899b7a343306
8206600372533,Hot Pink Spray Stock ,Hot Pink Spray Stock,Null
4503628808291,Hot Spot Rose,Null,Null
4516913479779,Humberto Jumbo Gerber Daisy 40 ,Null,Null
4516913479779,Humberto Jumbo Gerber Daisy 50 ,Null,Null
6684611182691,Igloo Carnation ,Null,Null
4171048714301,Iguana Rose,Null,Null
8391528546613,Iguazu Rose,Null,Null
4545976991843,Impact Rose,Impact Roses Yellow,4508b65a-faa1-4a7b-957a-e1c42d1a937f
1827075129405,Imre Solomio ,Dianthus Imre Pink Solomio,6b033c32-432c-4386-93a5-d24881bafa91
3938473312317,Indian Diamond Lily 35 Bloom ,Bl Hybrids Indian La Lilies Pink Summerset,3b774be4-aa55-4170-86c8-6961197e7d19
3682935996477,Indian Somerset Lily 35 Bloom ,Null,Null
4514807119971,Intenz Pink Alstroemeria ,Null,Null
4554291347555,Irishka Spray Rose,Irishka Pink Roses Spray,f406e22e-948c-4073-a6b2-c30c955b9d43
4749615923299,Jade Rose,Null,Null
1765402869821,Jalah Rose,Garden Jalah Pink Roses,f1eca35f-28a3-45f5-b330-2f3dedb8f19b
8078657814837,Jessica Alstroemeria ,Null,Null
8938778460469,Jewel Star Oriental Lily 35 Bloom ,Null,Null
10034108236085,Jobin Carnation ,Carnation Jobim Pink,4d9422de-251a-4d5c-b95c-c05b856d142c
9309274734901,Julieta Carnation ,Null,Null
10034099618101,Jungle Green Carnation ,Carnation Green Voragine,c0904314-438c-4503-8af3-40decb448697
6653011558499,Jungle Romance Green Hypericum ,Green Hypericum,6d80b804-7f95-42ba-a284-be00417873b9
1790650974269,Kahala Garden Rose,Garden Kahala Pink Roses,eabe3c9f-8b37-48e0-9bf1-9df143b7ab77
9005058490677,Kaori Carnation ,Null,Null
4516915740771,Kento Jumbo Gerber Daisy 40 ,Null,Null
4516915740771,Kento Jumbo Gerber Daisy 50 ,Null,Null
1767467647037,La Vie en Rose,En La Pink Rose Roses Vie,0a2c5a43-453a-480e-b808-614eace7a185
6841213911139,Lady Pink Success Cloni Ranunculus 40 ,Clooney Lady Pink Ranunculus Success,b3dfbb83-df15-4a51-bbfa-c35f909bd67d
8933963825461,Lavender Blue ,Blue Lavender Limonium Maine,6e0a756c-9ada-4f12-a00a-ed638f00fdb3
4375842357347,Lavender Double Stock ,Double Lavender Spray Stock,69b069fb-9467-4095-9efa-bbd4a6721724
4638432329827,Lavender Football Chrysanthemum ,Astroid Chrysanthemum Disbuds/ Football Mums Yellow,6880a39e-eed0-4f0e-a25d-355954dcf3c4
4554297213027,Lavender Irishka Spray Rose,Irishka Lavender Roses Spray,925b40e6-f475-429c-8797-1cc58057a9a7
8146485903669,Lavender Spray Stock ,Lavender Spray Stock,Null
4413538828387,Leather Leaf ,Green Leatherleaf,5233d093-4636-409e-bb20-d383b9d3ba20
1790085300285,Lemonade Rose,Green Lemonade Roses,2baa4433-e80d-426e-b5ca-a724403af683
6841234653283,Lepidium ,Null,Null
4375904157795,Light Pink Astrantia ,Astrantia Light Pink,2866cb45-f725-4a0a-bd05-bd142052a02a
4375837868131,Light Pink Double Stock ,Light Pink Stock,7dc29cc5-d734-449a-922c-60621994b4ed
4405860892771,Light Pink Elegance Ranunculus ,Elegance Light Pink Ranunculus,b08fe5e3-e21e-4e3f-bc3d-5776a03a0d88
8146487443765,Light Pink Spray Stock ,Light Pink Spray Stock,1e833f5e-856c-4a47-a72c-b7da5bcdc259
8559390785845,Light Spirit Rose,Garden Light Roses Spirit Yellow,1d68c2c9-066d-4f73-a134-707ef1b9ea2a
4545984692323,Lighthouse Rose,Lighthouse Roses Yellow,33501960-9286-4a47-8b67-8b001b5a4f10
4682587570275,Lilac Spider Chrysanthemum ,Chrysanthemum Disbuds/ Lavender Lilac Mums Spider,4cc32f10-129f-4457-971d-4a7805d96465
1842327027773,Lily Grass Green ,Null,Null
1842328109117,Lily Grass Variegated ,Grasses Liriope Variegated,d6913139-eb8e-4011-92a9-c3b820591583
4550029148259,Limbo Rose,Null,Null
8063014928693,Limonium Oshi Pink ,Limonium Oshi Pink Safora,7fc9b8e0-d413-4207-a841-bd5bbc51d75d
