competitor,competitor_product_id,competitor_product_name,competitor_product_group_name,color,stem_length,stems_per_unit,unit_price,stem_price,matched_variety_name,variety_key,variety_score,cleaned_name_used,matched_product_group_name,product_group_key,product_group_score,created_at,eta_date
PetalJet,8923402469685,Designer Greens Mixed Box #752,Greens Mixed Boxes,assorted greens,,170,124.1,0.73,,,,752 box designer green mixed,,,,2025-05-26,2025-06-04
PetalJet,8923425440053,Designer Greens Mixed Box #753,Greens Mixed Boxes,assorted greens,,130,75.4,0.58,,,,753 box designer green mixed,,,,2025-05-26,2025-06-04
PetalJet,8923425440053,Designer Greens Mixed Box #753,Greens Mixed Boxes,assorted greens,,260,130.0,0.5,,,,753 box designer green mixed,,,,2025-05-26,2025-06-04
PetalJet,8933374263605,Designer Greens Mixed Box #754,Greens Mixed Boxes,assorted greens,110,110,118.8,1.08,,,,754 box designer green mixed,,,,2025-05-26,2025-06-04
PetalJet,8933374263605,Designer Greens Mixed Box #754,Greens Mixed Boxes,assorted greens,,180,180.0,1.0,,,,754 box designer green mixed,,,,2025-05-26,2025-06-04
PetalJet,8934022775093,Designer Greens Mixed Box #755,Greens Mixed Boxes,assorted greens,90,90,80.1,0.89,,,,755 box designer green mixed,,,,2025-05-26,2025-06-04
PetalJet,8934022775093,Designer Greens Mixed Box #755,Greens Mixed Boxes,assorted greens,,160,123.2,0.77,,,,755 box designer green mixed,,,,2025-05-26,2025-06-04
PetalJet,4538221822051,Double Stock Assorted Box #031 -,Stock,assorted,60,80,88.0,1.1,,,,031 assorted box double stock,Stock,ab301a1f-7596-45ee-a689-dfc531f7b0c2,1.0,2025-05-26,2025-06-04
PetalJet,4538221822051,Double Stock Assorted Box #031 -,Stock,assorted,60,140,133.0,0.95,,,,031 assorted box double stock,Stock,ab301a1f-7596-45ee-a689-dfc531f7b0c2,1.0,2025-05-26,2025-06-04
PetalJet,4538221822051,Double Stock Assorted Box #031 -,Stock,assorted,70,120,129.6,1.08,,,,031 assorted box double stock,Stock,ab301a1f-7596-45ee-a689-dfc531f7b0c2,1.0,2025-05-26,2025-06-04
PetalJet,4538223493219,Double Stock Assorted Box #032 -,Stock,assorted,60,80,88.0,1.1,,,,032 assorted box double stock,Stock,ab301a1f-7596-45ee-a689-dfc531f7b0c2,1.0,2025-05-26,2025-06-04
PetalJet,4538223493219,Double Stock Assorted Box #032 -,Stock,assorted,60,140,133.0,0.95,,,,032 assorted box double stock,Stock,ab301a1f-7596-45ee-a689-dfc531f7b0c2,1.0,2025-05-26,2025-06-04
PetalJet,4538223493219,Double Stock Assorted Box #032 -,Stock,assorted,70,120,129.6,1.08,,,,032 assorted box double stock,Stock,ab301a1f-7596-45ee-a689-dfc531f7b0c2,1.0,2025-05-26,2025-06-04
PetalJet,4538228670563,Double Stock Assorted Box #033 -,Stock,assorted,60,80,88.0,1.1,,,,033 assorted box double stock,Stock,ab301a1f-7596-45ee-a689-dfc531f7b0c2,1.0,2025-05-26,2025-06-04
PetalJet,4538228670563,Double Stock Assorted Box #033 -,Stock,assorted,60,140,133.0,0.95,,,,033 assorted box double stock,Stock,ab301a1f-7596-45ee-a689-dfc531f7b0c2,1.0,2025-05-26,2025-06-04
PetalJet,4538228670563,Double Stock Assorted Box #033 -,Stock,assorted,70,120,129.6,1.08,,,,033 assorted box double stock,Stock,ab301a1f-7596-45ee-a689-dfc531f7b0c2,1.0,2025-05-26,2025-06-04
PetalJet,4538230407267,Double Stock Assorted Box #034 -,Stock,assorted,60,80,88.0,1.1,,,,034 assorted box double stock,Stock,ab301a1f-7596-45ee-a689-dfc531f7b0c2,1.0,2025-05-26,2025-06-04
PetalJet,4538230407267,Double Stock Assorted Box #034 -,Stock,assorted,60,140,133.0,0.95,,,,034 assorted box double stock,Stock,ab301a1f-7596-45ee-a689-dfc531f7b0c2,1.0,2025-05-26,2025-06-04
PetalJet,4538230407267,Double Stock Assorted Box #034 -,Stock,assorted,70,120,129.6,1.08,,,,034 assorted box double stock,Stock,ab301a1f-7596-45ee-a689-dfc531f7b0c2,1.0,2025-05-26,2025-06-04
PetalJet,9009390518581,Double Stock Assorted Box #035 -,Stock,assorted,60,80,88.0,1.1,,,,035 assorted box double stock,Stock,ab301a1f-7596-45ee-a689-dfc531f7b0c2,1.0,2025-05-26,2025-06-04
PetalJet,9009390518581,Double Stock Assorted Box #035 -,Stock,assorted,60,140,133.0,0.95,,,,035 assorted box double stock,Stock,ab301a1f-7596-45ee-a689-dfc531f7b0c2,1.0,2025-05-26,2025-06-04
PetalJet,9009390518581,Double Stock Assorted Box #035 -,Stock,assorted,70,120,129.6,1.08,,,,035 assorted box double stock,Stock,ab301a1f-7596-45ee-a689-dfc531f7b0c2,1.0,2025-05-26,2025-06-04
PetalJet,1817445138493,Dracaena Compacta -,Greens,Cut Greens,35,45,89.1,1.98,,,,compacta dracaena,,,,2025-05-26,2025-06-04
PetalJet,1817445138493,Dracaena Compacta -,Greens,Cut Greens,35,70,131.6,1.88,,,,compacta dracaena,,,,2025-05-26,2025-06-04
PetalJet,10083926507829,Dragonfly Garden Rose,Premium Roses,Coral,40,60,111.0,1.85,,,,dragonfly garden rose,,,,2025-05-26,2025-06-04
PetalJet,10083926507829,Dragonfly Garden Rose,Premium Roses,Coral,40,84,152.04,1.81,,,,dragonfly garden rose,,,,2025-05-26,2025-06-04
PetalJet,10083926507829,Dragonfly Garden Rose,Premium Roses,Coral,50,60,120.6,2.01,,,,dragonfly garden rose,,,,2025-05-26,2025-06-04
PetalJet,10083926507829,Dragonfly Garden Rose,Premium Roses,Coral,50,84,164.64,1.96,,,,dragonfly garden rose,,,,2025-05-26,2025-06-04
PetalJet,1502829281341,Dumb Cane (Dieffenbachia) -,Greens,Cut Greens,50,90,107.1,1.19,,,,cane dieffenbachia dumb,,,,2025-05-26,2025-06-04
PetalJet,4516906696803,Dune Jumbo Gerber Daisy 40- -,Jumbo Gerber Daisies,Gerbera,40,60,82.2,1.37,,,,40 daisy dune gerber jumbo,,,,2025-05-26,2025-06-04
PetalJet,4516906696803,Dune Jumbo Gerber Daisy 50- -,Jumbo Gerber Daisies,Gerbera,50,40,73.6,1.84,,,,50 daisy dune gerber jumbo,,,,2025-05-26,2025-06-04
PetalJet,1546596548669,Dusty Miller Broad Leaf (Senecio) -,Greens,Cut Greens,50,60,82.8,1.38,,,,broad dusty leaf miller senecio,,,,2025-05-26,2025-06-04
PetalJet,1546596548669,Dusty Miller Broad Leaf (Senecio) -,Greens,Cut Greens,50,100,123.0,1.23,,,,broad dusty leaf miller senecio,,,,2025-05-26,2025-06-04
PetalJet,1790639407165,Dynamic Rose,Premium Roses,Cream,50,48,80.64,1.68,,,,dynamic rose,,,,2025-05-26,2025-06-04
PetalJet,1790639407165,Dynamic Rose,Premium Roses,Cream,50,72,115.2,1.6,,,,dynamic rose,,,,2025-05-26,2025-06-04
PetalJet,1790639407165,Dynamic Rose,Premium Roses,Cream,50,144,224.64,1.56,,,,dynamic rose,,,,2025-05-26,2025-06-04
PetalJet,1790639407165,Dynamic Rose,Premium Roses,Cream,50,288,434.88,1.51,,,,dynamic rose,,,,2025-05-26,2025-06-04
PetalJet,1790639407165,Dynamic Rose,Premium Roses,Cream,60,72,126.72,1.76,,,,dynamic rose,,,,2025-05-26,2025-06-04
PetalJet,1790639407165,Dynamic Rose,Premium Roses,Cream,60,144,243.36,1.69,,,,dynamic rose,,,,2025-05-26,2025-06-04
PetalJet,1790639407165,Dynamic Rose,Premium Roses,Cream,60,288,478.08,1.66,,,,dynamic rose,,,,2025-05-26,2025-06-04
PetalJet,1790639407165,Dynamic Rose,Premium Roses,Cream,70,72,137.52,1.91,,,,dynamic rose,,,,2025-05-26,2025-06-04
PetalJet,1790639407165,Dynamic Rose,Premium Roses,Cream,70,144,269.28,1.87,,,,dynamic rose,,,,2025-05-26,2025-06-04
PetalJet,1790639407165,Dynamic Rose,Premium Roses,Cream,70,288,524.16,1.82,,,,dynamic rose,,,,2025-05-26,2025-06-04
PetalJet,1793825079357,Early Grey Rose,Premium Roses,Grey,40,72,87.12,1.21,,,,early grey rose,,,,2025-05-26,2025-06-04
PetalJet,1793825079357,Early Grey Rose,Premium Roses,Grey,40,96,114.24,1.19,,,,early grey rose,,,,2025-05-26,2025-06-04
PetalJet,1793825079357,Early Grey Rose,Premium Roses,Grey,40,192,222.72,1.16,,,,early grey rose,,,,2025-05-26,2025-06-04
PetalJet,1793825079357,Early Grey Rose,Premium Roses,Grey,40,384,437.76,1.14,,,,early grey rose,,,,2025-05-26,2025-06-04
PetalJet,1793825079357,Early Grey Rose,Premium Roses,Grey,50,72,95.76,1.33,,,,early grey rose,,,,2025-05-26,2025-06-04
PetalJet,1793825079357,Early Grey Rose,Premium Roses,Grey,50,96,124.8,1.3,,,,early grey rose,,,,2025-05-26,2025-06-04
PetalJet,1793825079357,Early Grey Rose,Premium Roses,Grey,50,192,243.84,1.27,,,,early grey rose,,,,2025-05-26,2025-06-04
PetalJet,1793825079357,Early Grey Rose,Premium Roses,Grey,50,384,480.0,1.25,,,,early grey rose,,,,2025-05-26,2025-06-04
PetalJet,1793825079357,Early Grey Rose,Premium Roses,Grey,60,96,144.0,1.5,,,,early grey rose,,,,2025-05-26,2025-06-04
PetalJet,1793825079357,Early Grey Rose,Premium Roses,Grey,60,192,282.24,1.47,,,,early grey rose,,,,2025-05-26,2025-06-04
PetalJet,1793825079357,Early Grey Rose,Premium Roses,Grey,60,384,541.44,1.41,,,,early grey rose,,,,2025-05-26,2025-06-04
PetalJet,8482311242037,Easy Fashion Rose,Premium Roses,Bicolor,50,48,80.64,1.68,,,,easy fashion rose,,,,2025-05-26,2025-06-04
PetalJet,8482311242037,Easy Fashion Rose,Premium Roses,Bicolor,50,72,115.2,1.6,,,,easy fashion rose,,,,2025-05-26,2025-06-04
PetalJet,8482311242037,Easy Fashion Rose,Premium Roses,Bicolor,50,144,224.64,1.56,,,,easy fashion rose,,,,2025-05-26,2025-06-04
PetalJet,8482311242037,Easy Fashion Rose,Premium Roses,Bicolor,50,288,434.88,1.51,,,,easy fashion rose,,,,2025-05-26,2025-06-04
PetalJet,8482311242037,Easy Fashion Rose,Premium Roses,Bicolor,60,72,126.72,1.76,,,,easy fashion rose,,,,2025-05-26,2025-06-04
PetalJet,8482311242037,Easy Fashion Rose,Premium Roses,Bicolor,60,144,243.36,1.69,,,,easy fashion rose,,,,2025-05-26,2025-06-04
PetalJet,8482311242037,Easy Fashion Rose,Premium Roses,Bicolor,60,288,478.08,1.66,,,,easy fashion rose,,,,2025-05-26,2025-06-04
PetalJet,10048639074613,Echo Pink Lisianthus -,Lisianthus,Light Pink,50,100,138.0,1.38,Pink Echo Lisianthus Double,b7330d11-9dcd-4e0d-a552-15f93dcc1c59,0.9861475825309753,echo lisianthus pink,Lisianthus Single,0e314f31-8359-4687-946f-6bc500c89993,0.9940077066421509,2025-05-26,2025-06-04
PetalJet,10048639074613,Echo Pink Lisianthus -,Lisianthus,Light Pink,60,80,126.4,1.58,Pink Echo Lisianthus Double,b7330d11-9dcd-4e0d-a552-15f93dcc1c59,0.9861475825309753,echo lisianthus pink,Lisianthus Single,0e314f31-8359-4687-946f-6bc500c89993,0.9940077066421509,2025-05-26,2025-06-04
PetalJet,10048639074613,Echo Pink Lisianthus -,Lisianthus,Light Pink,60,120,177.6,1.48,Pink Echo Lisianthus Double,b7330d11-9dcd-4e0d-a552-15f93dcc1c59,0.9861475825309753,echo lisianthus pink,Lisianthus Single,0e314f31-8359-4687-946f-6bc500c89993,0.9940077066421509,2025-05-26,2025-06-04
PetalJet,8938918314293,El Divo Lily 3-5 Bloom -,Lilies,Lilies,70,50,101.0,2.02,,,,3 5 bloom divo el lily,,,,2025-05-26,2025-06-04
PetalJet,1794115993661,Elba Spray Rose,Spray Roses,Pink,40,60,89.4,1.49,Pink Elba Spray Roses,532abc20-d821-40cb-8e46-14855bd0c514,0.9823381900787354,elba rose spray,Spray Roses,f65b435b-c531-4639-99d9-2805fb8cd131,0.9855429530143738,2025-05-26,2025-06-04
PetalJet,1794115993661,Elba Spray Rose,Spray Roses,Pink,40,70,96.6,1.38,Pink Elba Spray Roses,532abc20-d821-40cb-8e46-14855bd0c514,0.9823381900787354,elba rose spray,Spray Roses,f65b435b-c531-4639-99d9-2805fb8cd131,0.9855429530143738,2025-05-26,2025-06-04
PetalJet,1794115993661,Elba Spray Rose,Spray Roses,Pink,40,110,138.6,1.26,Pink Elba Spray Roses,532abc20-d821-40cb-8e46-14855bd0c514,0.9823381900787354,elba rose spray,Spray Roses,f65b435b-c531-4639-99d9-2805fb8cd131,0.9855429530143738,2025-05-26,2025-06-04
PetalJet,1794115993661,Elba Spray Rose,Spray Roses,Pink,40,220,266.2,1.21,Pink Elba Spray Roses,532abc20-d821-40cb-8e46-14855bd0c514,0.9823381900787354,elba rose spray,Spray Roses,f65b435b-c531-4639-99d9-2805fb8cd131,0.9855429530143738,2025-05-26,2025-06-04
PetalJet,1794115993661,Elba Spray Rose,Spray Roses,Pink,50,60,99.6,1.66,Pink Elba Spray Roses,532abc20-d821-40cb-8e46-14855bd0c514,0.9823381900787354,elba rose spray,Spray Roses,f65b435b-c531-4639-99d9-2805fb8cd131,0.9855429530143738,2025-05-26,2025-06-04
PetalJet,1794115993661,Elba Spray Rose,Spray Roses,Pink,50,100,152.0,1.52,Pink Elba Spray Roses,532abc20-d821-40cb-8e46-14855bd0c514,0.9823381900787354,elba rose spray,Spray Roses,f65b435b-c531-4639-99d9-2805fb8cd131,0.9855429530143738,2025-05-26,2025-06-04
PetalJet,1794115993661,Elba Spray Rose,Spray Roses,Pink,50,200,292.0,1.46,Pink Elba Spray Roses,532abc20-d821-40cb-8e46-14855bd0c514,0.9823381900787354,elba rose spray,Spray Roses,f65b435b-c531-4639-99d9-2805fb8cd131,0.9855429530143738,2025-05-26,2025-06-04
PetalJet,1794115993661,Elba Spray Rose,Spray Roses,Pink,60,60,111.0,1.85,Pink Elba Spray Roses,532abc20-d821-40cb-8e46-14855bd0c514,0.9823381900787354,elba rose spray,Spray Roses,f65b435b-c531-4639-99d9-2805fb8cd131,0.9855429530143738,2025-05-26,2025-06-04
PetalJet,1794115993661,Elba Spray Rose,Spray Roses,Pink,60,100,168.0,1.68,Pink Elba Spray Roses,532abc20-d821-40cb-8e46-14855bd0c514,0.9823381900787354,elba rose spray,Spray Roses,f65b435b-c531-4639-99d9-2805fb8cd131,0.9855429530143738,2025-05-26,2025-06-04
PetalJet,1794115993661,Elba Spray Rose,Spray Roses,Pink,60,200,324.0,1.62,Pink Elba Spray Roses,532abc20-d821-40cb-8e46-14855bd0c514,0.9823381900787354,elba rose spray,Spray Roses,f65b435b-c531-4639-99d9-2805fb8cd131,0.9855429530143738,2025-05-26,2025-06-04
PetalJet,6608548036707,Empress Cremon Chrysanthemum -,Chrysanthemums,mum,45,70,93.1,1.33,"Mixed Chrysanthemum Cdn, Cremon And Spider Fall Assorted Box",23bc8a8f-e3fd-459c-a592-9ced8c621c70,0.9456214308738708,chrysanthemum cremon empress,Chrysanthemum Micro Pom,77e80550-8ed3-4d02-8e97-982365e4d611,0.9791447520256042,2025-05-26,2025-06-04
PetalJet,6608548036707,Empress Cremon Chrysanthemum -,Chrysanthemums,mum,45,100,130.0,1.3,"Mixed Chrysanthemum Cdn, Cremon And Spider Fall Assorted Box",23bc8a8f-e3fd-459c-a592-9ced8c621c70,0.9456214308738708,chrysanthemum cremon empress,Chrysanthemum Micro Pom,77e80550-8ed3-4d02-8e97-982365e4d611,0.9791447520256042,2025-05-26,2025-06-04
PetalJet,6608548036707,Empress Cremon Chrysanthemum -,Chrysanthemums,mum,65,100,133.0,1.33,"Mixed Chrysanthemum Cdn, Cremon And Spider Fall Assorted Box",23bc8a8f-e3fd-459c-a592-9ced8c621c70,0.9456214308738708,chrysanthemum cremon empress,Chrysanthemum Micro Pom,77e80550-8ed3-4d02-8e97-982365e4d611,0.9791447520256042,2025-05-26,2025-06-04
PetalJet,8485496652085,Enchantment Garden Rose,Premium Roses,Bicolor,40,48,76.8,1.6,,,,enchantment garden rose,,,,2025-05-26,2025-06-04
PetalJet,8485496652085,Enchantment Garden Rose,Premium Roses,Bicolor,40,72,108.72,1.51,,,,enchantment garden rose,,,,2025-05-26,2025-06-04
PetalJet,8485496652085,Enchantment Garden Rose,Premium Roses,Bicolor,40,144,213.12,1.48,,,,enchantment garden rose,,,,2025-05-26,2025-06-04
PetalJet,8485496652085,Enchantment Garden Rose,Premium Roses,Bicolor,40,288,414.72,1.44,,,,enchantment garden rose,,,,2025-05-26,2025-06-04
PetalJet,8485496652085,Enchantment Garden Rose,Premium Roses,Bicolor,50,48,84.96,1.77,,,,enchantment garden rose,,,,2025-05-26,2025-06-04
PetalJet,8485496652085,Enchantment Garden Rose,Premium Roses,Bicolor,50,72,120.96,1.68,,,,enchantment garden rose,,,,2025-05-26,2025-06-04
PetalJet,8485496652085,Enchantment Garden Rose,Premium Roses,Bicolor,50,144,234.72,1.63,,,,enchantment garden rose,,,,2025-05-26,2025-06-04
PetalJet,8485496652085,Enchantment Garden Rose,Premium Roses,Bicolor,50,288,460.8,1.6,,,,enchantment garden rose,,,,2025-05-26,2025-06-04
PetalJet,8485496652085,Enchantment Garden Rose,Premium Roses,Bicolor,60,72,132.48,1.84,,,,enchantment garden rose,,,,2025-05-26,2025-06-04
PetalJet,8485496652085,Enchantment Garden Rose,Premium Roses,Bicolor,60,144,259.2,1.8,,,,enchantment garden rose,,,,2025-05-26,2025-06-04
PetalJet,8485496652085,Enchantment Garden Rose,Premium Roses,Bicolor,60,288,498.24,1.73,,,,enchantment garden rose,,,,2025-05-26,2025-06-04
PetalJet,1863674495037,Ercolano Lily 3-5 Bloom -,Lilies,Cream,70,50,101.0,2.02,,,,3 5 bloom ercolano lily,,,,2025-05-26,2025-06-04
PetalJet,1863671119933,Eremo Lily 3-5 Bloom -,Lilies,Lilies,70,50,101.0,2.02,,,,3 5 bloom eremo lily,,,,2025-05-26,2025-06-04
PetalJet,6851737288803,Escimo Rose,Premium Roses,Wedding,40,72,103.68,1.44,Pink Sweet Escimo Roses,dbaa3299-15b4-40c0-b13f-df5db1cda9cd,0.9867328405380249,escimo rose,,,,2025-05-26,2025-06-04
PetalJet,6851737288803,Escimo Rose,Premium Roses,Wedding,40,96,136.32,1.42,Pink Sweet Escimo Roses,dbaa3299-15b4-40c0-b13f-df5db1cda9cd,0.9867328405380249,escimo rose,,,,2025-05-26,2025-06-04
PetalJet,6851737288803,Escimo Rose,Premium Roses,Wedding,40,192,264.96,1.38,Pink Sweet Escimo Roses,dbaa3299-15b4-40c0-b13f-df5db1cda9cd,0.9867328405380249,escimo rose,,,,2025-05-26,2025-06-04
PetalJet,6851737288803,Escimo Rose,Premium Roses,Wedding,40,384,506.88,1.32,Pink Sweet Escimo Roses,dbaa3299-15b4-40c0-b13f-df5db1cda9cd,0.9867328405380249,escimo rose,,,,2025-05-26,2025-06-04
PetalJet,6851737288803,Escimo Rose,Premium Roses,Wedding,50,72,115.2,1.6,Pink Sweet Escimo Roses,dbaa3299-15b4-40c0-b13f-df5db1cda9cd,0.9867328405380249,escimo rose,,,,2025-05-26,2025-06-04
PetalJet,6851737288803,Escimo Rose,Premium Roses,Wedding,50,96,150.72,1.57,Pink Sweet Escimo Roses,dbaa3299-15b4-40c0-b13f-df5db1cda9cd,0.9867328405380249,escimo rose,,,,2025-05-26,2025-06-04
PetalJet,6851737288803,Escimo Rose,Premium Roses,Wedding,50,192,293.76,1.53,Pink Sweet Escimo Roses,dbaa3299-15b4-40c0-b13f-df5db1cda9cd,0.9867328405380249,escimo rose,,,,2025-05-26,2025-06-04
PetalJet,6851737288803,Escimo Rose,Premium Roses,Wedding,50,384,564.48,1.47,Pink Sweet Escimo Roses,dbaa3299-15b4-40c0-b13f-df5db1cda9cd,0.9867328405380249,escimo rose,,,,2025-05-26,2025-06-04
PetalJet,1784903761981,Esperance Rose,Premium Roses,Bicolor,40,48,71.04,1.48,,,,esperance rose,,,,2025-05-26,2025-06-04
PetalJet,1784903761981,Esperance Rose,Premium Roses,Bicolor,40,72,100.08,1.39,,,,esperance rose,,,,2025-05-26,2025-06-04
PetalJet,1784903761981,Esperance Rose,Premium Roses,Bicolor,40,144,195.84,1.36,,,,esperance rose,,,,2025-05-26,2025-06-04
PetalJet,1784903761981,Esperance Rose,Premium Roses,Bicolor,40,288,380.16,1.32,,,,esperance rose,,,,2025-05-26,2025-06-04
PetalJet,1784903761981,Esperance Rose,Premium Roses,Bicolor,50,48,74.4,1.55,,,,esperance rose,,,,2025-05-26,2025-06-04
PetalJet,1784903761981,Esperance Rose,Premium Roses,Bicolor,50,72,105.84,1.47,,,,esperance rose,,,,2025-05-26,2025-06-04
PetalJet,1784903761981,Esperance Rose,Premium Roses,Bicolor,50,144,203.04,1.41,,,,esperance rose,,,,2025-05-26,2025-06-04
PetalJet,1784903761981,Esperance Rose,Premium Roses,Bicolor,50,288,397.44,1.38,,,,esperance rose,,,,2025-05-26,2025-06-04
PetalJet,1784903761981,Esperance Rose,Premium Roses,Bicolor,60,72,112.32,1.56,,,,esperance rose,,,,2025-05-26,2025-06-04
PetalJet,1784903761981,Esperance Rose,Premium Roses,Bicolor,60,144,217.44,1.51,,,,esperance rose,,,,2025-05-26,2025-06-04
PetalJet,1784903761981,Esperance Rose,Premium Roses,Bicolor,60,288,426.24,1.48,,,,esperance rose,,,,2025-05-26,2025-06-04
PetalJet,1784903761981,Esperance Rose,Premium Roses,Bicolor,70,72,119.52,1.66,,,,esperance rose,,,,2025-05-26,2025-06-04
PetalJet,1784903761981,Esperance Rose,Premium Roses,Bicolor,70,144,233.28,1.62,,,,esperance rose,,,,2025-05-26,2025-06-04
PetalJet,1784903761981,Esperance Rose,Premium Roses,Bicolor,70,288,457.92,1.59,,,,esperance rose,,,,2025-05-26,2025-06-04
PetalJet,8926600626485,Eucalyptus Baby Blue -,Greens,Cut Greens,60,100,67.0,0.67,Green Baby Blue Eucalyptus,7d8ce12e-2d95-4d61-8534-2d6a40b83470,0.9133538007736206,baby blue eucalyptus,,,,2025-05-26,2025-06-04
PetalJet,8926600626485,Eucalyptus Baby Blue -,Greens,Cut Greens,60,200,116.0,0.58,Green Baby Blue Eucalyptus,7d8ce12e-2d95-4d61-8534-2d6a40b83470,0.9133538007736206,baby blue eucalyptus,,,,2025-05-26,2025-06-04
PetalJet,8495486501173,Eucalyptus Greens Mixed Box #730,Greens Mixed Boxes,assorted box,80,80,73.6,0.92,,,,730 box eucalyptus green mixed,,,,2025-05-26,2025-06-04
PetalJet,8495486501173,Eucalyptus Greens Mixed Box #730,Greens Mixed Boxes,assorted box,,150,123.0,0.82,,,,730 box eucalyptus green mixed,,,,2025-05-26,2025-06-04
PetalJet,8933359878453,Eucalyptus Nicholii -,Greens,Cut Greens,50,100,100.0,1.0,,,,eucalyptus nicholii,,,,2025-05-26,2025-06-04
PetalJet,6553859162211,Eucalyptus Parvifolia 50- -,Greens,best seller,50,80,76.8,0.96,Green Parvifolia Eucalyptus,9bf77417-3ff1-44a7-9da2-3a1e5a38d570,0.9648988246917725,50 eucalyptus parvifolia,,,,2025-05-26,2025-06-04
PetalJet,6553859162211,Eucalyptus Parvifolia 50- -,Greens,best seller,50,150,129.0,0.86,Green Parvifolia Eucalyptus,9bf77417-3ff1-44a7-9da2-3a1e5a38d570,0.9648988246917725,50 eucalyptus parvifolia,,,,2025-05-26,2025-06-04
PetalJet,6553857458275,Eucalyptus Pulverulenta (XL Baby Blue) -,Greens,Cut Greens,50,80,64.8,0.81,,,,baby blue eucalyptus pulverulenta xl,,,,2025-05-26,2025-06-04
PetalJet,6553857458275,Eucalyptus Pulverulenta (XL Baby Blue) -,Greens,Cut Greens,50,150,111.0,0.74,,,,baby blue eucalyptus pulverulenta xl,,,,2025-05-26,2025-06-04
PetalJet,6683863089251,Eucalyptus Silver Dollar 50- -,Greens,best seller,50,80,76.8,0.96,,,,50 dollar eucalyptus silver,,,,2025-05-26,2025-06-04
PetalJet,6683863089251,Eucalyptus Silver Dollar 50- -,Greens,best seller,50,150,129.0,0.86,,,,50 dollar eucalyptus silver,,,,2025-05-26,2025-06-04
PetalJet,4407225942115,Eva Spray Rose,Spray Roses,f216,40,60,94.8,1.58,Pink Eva Spray Roses,84b24f96-cf34-476f-8ab4-5e117bf9af16,0.9828459024429321,eva rose spray,Spray Roses,f65b435b-c531-4639-99d9-2805fb8cd131,0.9855429530143738,2025-05-26,2025-06-04
PetalJet,4407225942115,Eva Spray Rose,Spray Roses,f216,40,70,104.3,1.49,Pink Eva Spray Roses,84b24f96-cf34-476f-8ab4-5e117bf9af16,0.9828459024429321,eva rose spray,Spray Roses,f65b435b-c531-4639-99d9-2805fb8cd131,0.9855429530143738,2025-05-26,2025-06-04
PetalJet,4407225942115,Eva Spray Rose,Spray Roses,f216,40,110,148.5,1.35,Pink Eva Spray Roses,84b24f96-cf34-476f-8ab4-5e117bf9af16,0.9828459024429321,eva rose spray,Spray Roses,f65b435b-c531-4639-99d9-2805fb8cd131,0.9855429530143738,2025-05-26,2025-06-04
PetalJet,4407225942115,Eva Spray Rose,Spray Roses,f216,50,60,105.6,1.76,Pink Eva Spray Roses,84b24f96-cf34-476f-8ab4-5e117bf9af16,0.9828459024429321,eva rose spray,Spray Roses,f65b435b-c531-4639-99d9-2805fb8cd131,0.9855429530143738,2025-05-26,2025-06-04
PetalJet,4407225942115,Eva Spray Rose,Spray Roses,f216,50,100,160.0,1.6,Pink Eva Spray Roses,84b24f96-cf34-476f-8ab4-5e117bf9af16,0.9828459024429321,eva rose spray,Spray Roses,f65b435b-c531-4639-99d9-2805fb8cd131,0.9855429530143738,2025-05-26,2025-06-04
PetalJet,4407225942115,Eva Spray Rose,Spray Roses,f216,60,60,115.8,1.93,Pink Eva Spray Roses,84b24f96-cf34-476f-8ab4-5e117bf9af16,0.9828459024429321,eva rose spray,Spray Roses,f65b435b-c531-4639-99d9-2805fb8cd131,0.9855429530143738,2025-05-26,2025-06-04
PetalJet,4407225942115,Eva Spray Rose,Spray Roses,f216,60,100,179.0,1.79,Pink Eva Spray Roses,84b24f96-cf34-476f-8ab4-5e117bf9af16,0.9828459024429321,eva rose spray,Spray Roses,f65b435b-c531-4639-99d9-2805fb8cd131,0.9855429530143738,2025-05-26,2025-06-04
PetalJet,1772189745213,Explorer Rose,Premium Roses,Red,50,48,77.28,1.61,Red Explorer Roses,41a167bd-bf87-4f11-8afa-1c9cbb3a3cca,0.9762760400772095,explorer rose,,,,2025-05-26,2025-06-04
PetalJet,1772189745213,Explorer Rose,Premium Roses,Red,50,72,109.44,1.52,Red Explorer Roses,41a167bd-bf87-4f11-8afa-1c9cbb3a3cca,0.9762760400772095,explorer rose,,,,2025-05-26,2025-06-04
PetalJet,1772189745213,Explorer Rose,Premium Roses,Red,50,144,213.12,1.48,Red Explorer Roses,41a167bd-bf87-4f11-8afa-1c9cbb3a3cca,0.9762760400772095,explorer rose,,,,2025-05-26,2025-06-04
PetalJet,1772189745213,Explorer Rose,Premium Roses,Red,50,288,406.08,1.41,Red Explorer Roses,41a167bd-bf87-4f11-8afa-1c9cbb3a3cca,0.9762760400772095,explorer rose,,,,2025-05-26,2025-06-04
PetalJet,1772189745213,Explorer Rose,Premium Roses,Red,60,72,121.68,1.69,Red Explorer Roses,41a167bd-bf87-4f11-8afa-1c9cbb3a3cca,0.9762760400772095,explorer rose,,,,2025-05-26,2025-06-04
PetalJet,1772189745213,Explorer Rose,Premium Roses,Red,60,144,236.16,1.64,Red Explorer Roses,41a167bd-bf87-4f11-8afa-1c9cbb3a3cca,0.9762760400772095,explorer rose,,,,2025-05-26,2025-06-04
